accident_index,accident_severity
201531D114215,3
201531D114315,3
201531D114915,2
201531D115715,3
201531D115815,3
201531D116115,3
201531D116915,3
201531D117815,3
201531D118015,3
201531D118215,3
201531D118315,2
201531D118715,3
201531D118915,3
201531D119015,3
201531D119815,3
201531D120315,3
201531D120415,3
201531D121915,3
201531D122315,3
201531D122715,2
201531D123015,3
201531D123615,3
201531D124015,2
201531D124215,3
201531D124415,3
201531D124515,3
201531D124715,3
201531D126115,3
201531D126215,3
201531D126615,3
201531D126815,3
201531D127415,3
201531D127615,3
201531D127815,3
201531D128315,3
201531D128515,3
201531D129215,3
201531D129415,2
201531D129715,3
201531D129815,3
201531D129915,3
201531D130015,2
201531D130815,3
201531D131015,3
201531D131215,3
201531D131515,3
201531D131615,3
201531D132215,3
201531D132315,3
201531D133115,3
201531D133215,3
201531D133715,3
201531D134315,3
201531D134415,3
201531D135415,3
201531D135515,3
201531D137515,2
201531D137915,3
201531D139015,3
201531D139115,3
201531D139315,2
201531D139415,3
201531D140115,3
201531D140615,2
201531D141015,3
201531D141215,2
201531D141815,3
201531D142615,3
201531D142815,3
201531D143315,3
201531D143415,3
201531D143615,3
201531D143715,3
201531D144015,3
201531D144215,2
201531D144515,3
201531D144915,3
201531D145015,3
201531D145315,3
201531D146515,3
201531D146615,3
201531D147415,2
201531D148015,3
201531D148215,3
201531D148415,2
201531D148615,3
201531D148715,3
201531D149115,3
201531D149915,3
201531D150415,3
201531D150715,3
201531D151215,3
201531D151315,3
201531D151715,3
201531D151815,3
201531D152215,3
201531D153015,2
201531D153115,3
201531D153615,3
201531D153815,3
201531D154115,3
201531D154915,2
201531D155015,3
201531D157915,3
201531D158715,3
201531D159015,3
201531D159115,2
201531D159215,3
201531D159515,3
201531D159715,3
201531D161415,3
201531D161615,3
201531D162615,3
201531D162715,2
201531D163315,2
201531D163815,3
201531D164915,3
201531D165015,3
201531D165115,3
201531D165715,3
201531D166315,3
201531D166515,3
201531D167415,3
201531D167715,3
201531D167915,3
201531D168215,3
201531D168915,3
201531D169415,3
201531D169615,1
201531D170115,3
201531D170215,2
201531D171115,3
201531D174115,3
201531D174315,3
201531D174415,2
201531D174515,3
201531D175015,3
201531D175415,3
201531D175515,3
201531D175715,3
201531D176515,3
201531D176715,3
201531D176915,3
201531D177015,3
201531D177215,3
201531D177315,2
201531D177515,3
201531D177815,3
201531D179815,3
201531D180215,3
201531D180715,2
201531D180915,2
201531D181315,3
201531D181415,3
201531D182515,3
201531D182715,3
201531D183015,3
201531D183915,3
201531D184015,2
201531D184115,3
201531D184615,3
201531D185715,2
201531D187215,2
201531D187715,3
201531D187915,3
201531D188415,2
201531D188615,3
201531D189715,3
201531D190315,3
201531D190415,3
201531D190515,3
201531D191015,2
201531D191115,3
201531D191315,2
201531D191415,3
201531D192215,3
201531D192515,3
201531D194015,3
201531D194215,2
201531D194815,3
201531D195515,3
201531D195715,2
201531D195915,3
201531D196515,2
201531D196715,3
201531D197115,3
201531D197615,3
201531D198815,3
201531D199015,3
201531D199415,3
201531D199615,3
201531D199715,3
201531D199915,3
201531D200415,2
201531D201115,3
201531D201315,3
201531D201515,3
201531D202615,3
201531D203515,3
201531D203615,3
201531D204615,3
201531D204815,3
201531D205915,3
201531D206715,3
201531D206915,3
201531D207015,3
201531D207315,3
201531D207415,3
201531D208015,3
201531D208615,3
201531D208715,3
201531D210115,3
201531D210215,3
201531D210715,3
201531D211015,3
201531D211315,3
201531D211715,3
201531D211815,3
201531D212015,3
201531D212215,2
201531D212815,3
201531D212915,3
201531D213815,3
201531D214315,2
201531D214515,2
201531D214715,2
201531D215515,3
201531D215715,3
201531D215815,3
201531D216315,3
201531D216415,3
201531D217415,3
201531D217715,3
201531D218415,2
201531D220315,2
201531D220615,3
201531D220715,3
201531D220915,3
201531D221015,3
201531D221215,3
201531D221715,3
201531D221815,3
201531D222315,3
201531D222515,3
201531D223315,3
201531D223415,2
201531D223515,3
201531D223915,3
201531D225615,3
201531D225815,3
201531D226115,3
201531D226215,3
201531D226715,3
201531D226815,3
201531D226915,3
201531D227615,3
201531D228015,3
201531D228215,3
201531D228315,3
201531D228515,3
201531D229115,3
201531D229415,3
201531D230315,3
201531D231015,2
201531D231615,3
201531D232415,3
201531D233215,2
201531D233315,3
201531D233915,3
201531D234015,3
201531D234115,3
201531D235515,2
201531D236315,2
201531D236815,3
201531D237215,3
201531D237615,3
201531D238415,3
201531D238615,3
201531D239215,3
201531D239315,2
201531D239615,3
201531D239715,3
201531D240115,2
201531D240315,3
201531D240615,3
201531D240815,3
201531D241815,3
201531D241915,3
201531D242515,3
201531D243315,1
201531D243415,3
201531D243515,3
201531D243615,3
201531D243715,3
201531D243915,3
201531D244015,3
201531D244615,3
201531D245515,3
201531D245615,3
201531D246015,3
201531D246315,3
201531D246515,2
201531D246815,3
201531D247015,3
201531D247515,2
201531D248315,2
201531D248815,3
201531D249115,3
201531D249215,3
201531D249715,3
201531D250415,3
201531D250815,3
201531D250915,3
201531D251615,3
201531D252215,3
201531D252615,3
201531D252815,3
201531D253115,3
201531D253215,3
201531D254115,3
201531D254515,3
201531D255015,3
201531D255515,3
201531D256015,3
201531D256215,2
201531D256415,2
201531D257515,3
201531D258015,2
201531D258515,2
201531D258715,1
201531D258815,3
201531D258915,2
201531D259315,3
201531D259615,2
201531D259815,3
201531D260815,2
201531D261815,3
201531D262415,3
201531D262515,3
201531D262815,3
201531D262915,2
201531D264815,3
201531D265715,2
201531D265815,3
201531D266315,3
201531D267215,3
201531D268615,3
201531D268815,3
201531D269115,3
201531D269815,2
201531D269915,3
201531D270215,3
201531D271615,3
201531D272015,2
201531D272615,3
201531D272715,3
201531D273615,3
201531D274515,3
201531D275415,3
201531D275615,3
201531D276015,3
201531D277115,2
201531D277215,2
201531D277315,3
201531D277915,3
201531D278415,3
201531D278615,3
201531D278715,3
201531D278815,3
201531D278915,3
201531D279615,3
201531D279715,2
201531D280015,3
201531D280415,3
201531D281215,3
201531D281915,3
201531D282215,2
201531D282515,3
201531D282815,2
201531D283315,3
201531D283815,3
201531D283915,3
201531D284415,3
201531D284915,3
201531D285215,3
201531D285415,3
201531D285615,3
201531D285815,3
201531D286115,3
201531D287015,3
201531D287215,3
201531D287315,3
201531D288015,3
201531D288315,2
201531D288615,3
201531D289915,3
201531D290515,3
201531D290715,2
201531D291715,3
201531D292415,3
201531D292615,3
201531D292715,2
201531D293315,2
201531D293715,3
201531D294015,3
201531D294315,3
201531D294615,3
201531D294715,3
201531P005815,3
201531P014715,3
201531P020215,2
201531P047915,3
201531P048515,3
201531P050815,3
201531P083715,3
201531P093015,3
201531P112715,3
201531P128015,1
201531P141415,3
201531P166615,3
201531P187415,3
201531P188815,3
201531P193115,3
201531P199815,3
2015320000115,3
2015320000142,3
2015320000168,3
2015320000285,2
2015320000306,3
2015320000340,3
2015320000345,3
2015320000346,3
2015320000366,3
2015320000387,3
2015320000405,2
2015320000609,2
2015320000686,3
2015320000700,3
2015320000851,3
2015320000880,3
2015320001043,2
2015320001053,2
2015320001056,3
2015320001061,3
2015320001085,2
2015320001148,3
2015320001210,3
2015320001265,3
2015320001304,3
2015320001306,3
2015320001314,3
2015320001324,3
2015320001326,2
2015320001335,3
2015320001347,3
2015320001351,3
2015320001371,2
2015320001376,3
2015320001450,3
2015320001499,3
2015320001510,3
2015320001537,3
2015320001545,3
2015320001547,3
2015320001565,3
2015320001607,3
2015320001662,3
2015320001663,3
2015320001690,3
2015320001710,3
2015320001773,3
2015320001790,3
2015320001871,3
2015320001913,3
2015320001972,3
2015320002025,3
2015320002034,3
2015320002218,3
2015320002290,3
2015320002297,3
2015320002306,3
2015320002316,3
2015320002317,3
2015320002318,3
2015320002335,3
2015320002369,3
2015320002372,3
2015320002389,3
2015320002426,3
2015320002453,3
2015320002474,3
2015320002486,3
2015320002491,3
2015320002495,3
2015320002509,3
2015320002510,2
2015320002512,3
2015320002576,3
2015320002579,3
2015320002628,3
2015320002645,3
2015320002733,3
2015320002772,3
2015320002794,3
2015320002795,3
2015320002799,2
2015320002806,3
2015320002810,2
2015320002859,2
2015320002878,3
2015320002892,3
2015320002949,3
2015320002994,3
2015320003002,3
2015320003003,3
2015320003051,3
2015320003057,3
2015320003120,3
2015320003124,2
2015320003136,3
2015320003165,3
2015320003205,3
2015320003209,1
2015320003242,2
2015320003376,3
2015320003394,3
2015320003426,3
2015320003449,3
2015320003508,3
2015320003559,3
2015320003609,2
2015320003648,3
2015320003709,3
2015320003713,2
2015320003734,3
2015320003736,3
2015320003770,2
2015320003771,2
2015320003784,3
2015320003796,3
2015320003809,3
2015320003822,3
2015320003829,3
2015320003919,3
2015320003924,3
2015320003935,3
2015320003963,3
2015320003965,3
2015320004043,3
2015320004076,3
2015320004118,3
2015320004134,3
2015320004157,3
2015320004197,3
2015320004216,3
2015320004230,2
2015320004231,3
2015320004239,1
2015320004261,3
2015320004264,3
2015320004364,3
2015320004386,3
2015320004396,3
2015320004398,3
2015320004402,3
2015320004426,3
2015320004479,3
2015320004487,3
2015320004543,2
2015320004641,3
2015320004644,3
2015320004851,3
2015320004854,3
2015320004867,2
2015320004880,3
2015320004881,3
2015320004909,2
2015320004915,3
2015320004930,3
2015320005007,3
2015320005047,3
2015320005085,3
2015320005104,3
2015320005128,3
2015320005138,3
2015320005143,2
2015320005154,3
2015320005207,3
2015320005250,3
2015320005291,3
2015320005300,3
2015320005328,3
2015320005347,3
2015320005363,3
2015320005373,3
2015320005386,3
2015320005479,3
2015320005507,3
2015320005508,3
2015320005513,3
2015320005515,3
2015320005519,3
2015320005532,3
2015320005650,3
2015320005655,3
2015320005706,3
2015320005750,3
2015320005804,3
2015320005836,3
2015320005839,2
2015320005840,3
2015320005873,2
2015320006004,3
2015320006028,3
2015320006073,3
2015320006079,3
2015320006210,3
2015320006243,3
2015320006250,3
2015320006253,3
2015320006300,3
2015320006345,3
2015320006392,3
2015320006404,3
2015320006429,3
2015320006451,3
2015320006464,3
2015320006476,3
2015320006487,3
2015320006492,3
2015320006515,3
2015320006525,3
2015320006582,3
2015320006619,3
2015320006672,3
2015320006683,3
2015320006689,3
2015320006802,3
2015320006818,3
2015320006858,3
2015320006862,3
2015320006945,3
2015320007012,3
2015320007013,3
2015320007051,3
2015320007068,3
2015320007083,3
2015320007092,3
2015320007094,3
2015320007129,3
2015320007145,3
2015320007151,3
2015320007173,3
2015320007210,3
2015320007219,3
2015320007255,3
2015320007264,3
2015320007337,3
2015320007352,3
2015320007359,3
2015320007388,3
2015320007392,3
2015320007402,3
2015320007646,3
2015320007651,3
2015320007673,3
2015320007695,2
2015320007702,3
2015320007714,3
2015320007740,3
2015320007800,1
2015320007814,3
2015320007818,3
2015320007834,3
2015320007866,3
2015320007901,3
2015320007909,3
2015320007936,3
2015320008003,3
2015320008029,3
2015320008043,3
2015320008052,3
2015320008065,3
2015320008085,3
2015320008121,3
2015320008145,3
2015320008163,3
2015320008172,3
2015320008188,2
2015320008189,3
2015320008241,3
2015320008243,3
2015320008354,3
2015320008394,3
2015320008469,3
2015320008510,3
2015320008511,3
2015320008530,2
2015320008539,2
2015320008557,3
2015320008601,3
2015320008631,3
2015320008657,3
2015320008683,3
2015320008763,3
2015320008819,3
2015320008876,3
2015320008948,3
2015320008951,3
2015320008958,3
2015320008961,3
2015320008971,3
2015320009017,3
2015320009100,3
2015320009164,3
2015320009182,3
2015320009185,3
2015320009189,3
2015320009190,3
2015320009209,3
2015320009340,3
2015320009351,3
2015320009455,3
2015320009465,2
2015320009536,3
2015320009604,3
2015320009666,3
2015320009705,3
2015320009777,3
2015320009780,3
2015320009786,3
2015320009834,3
2015320009895,3
2015320009954,3
2015320009980,2
2015320009999,3
2015320010017,3
2015320010039,3
2015320010046,3
2015320010242,2
2015320010411,3
2015320010417,3
2015320010434,3
2015320010438,3
2015320010439,3
2015320010461,3
2015320010463,3
2015320010472,2
2015320010601,3
2015320010609,3
2015320010707,3
2015320010767,3
2015320010775,3
2015320010796,3
2015320010797,3
2015320010825,3
2015320010942,2
2015320010949,3
2015320010950,3
2015320010952,3
2015320010961,3
2015320010979,3
2015320011087,3
2015320011119,3
2015320011181,3
2015320011197,3
2015320011212,3
2015320011266,3
2015320011284,3
2015320011305,3
2015320011333,3
2015320011502,3
2015320011561,3
2015320011563,3
2015320011577,3
2015320011598,3
2015320011599,3
2015320011607,3
2015320011619,3
2015320011660,3
2015320011683,3
2015320011716,3
2015320011746,3
2015320011920,3
2015320011973,3
2015320012049,3
2015320012064,3
2015320012090,3
2015320012110,3
2015320012164,3
2015320012285,3
2015320012309,3
2015320012425,3
2015320012437,3
2015320012456,3
2015320012524,2
2015320012560,3
2015320012590,3
2015320012628,3
2015320012663,2
2015320012668,2
2015320012669,3
2015320012693,3
2015320012705,3
2015320012708,3
2015320012711,3
2015320012716,3
2015320012731,3
2015320012927,3
2015320012942,3
2015320012976,2
2015320012981,3
2015320012988,3
2015320013007,3
2015320013026,3
2015320013047,3
2015320013176,3
2015320013181,3
2015320013210,3
2015320013250,3
2015320013320,3
2015320013337,2
2015320013370,3
2015320013372,3
2015320013420,3
2015320013432,3
2015320013448,3
2015320013568,3
2015320013585,3
2015320013592,3
2015320013624,3
2015320013631,3
2015320013759,3
2015320013822,3
2015320013939,3
2015320013973,3
2015320014003,3
2015320014041,1
2015320014066,3
2015320014078,3
2015320014290,3
2015320014323,3
2015320014324,3
2015320014326,3
2015320014358,3
2015320014458,3
2015320014474,3
2015320014476,3
2015320014488,3
2015320014579,3
2015320014580,3
2015320014667,3
2015320014676,2
2015320014737,3
2015320014802,3
2015320014921,3
2015320014940,3
2015320014976,2
2015320015075,3
2015320015083,3
2015320015101,3
2015320015145,3
2015320015146,3
2015320015236,3
2015320015263,3
2015320015269,3
2015320015278,3
2015320015314,3
2015320015355,3
2015320015357,3
2015320015479,2
2015320015490,3
2015320015494,3
2015320015561,1
2015320015628,3
2015320015657,3
2015320015770,3
2015320015816,3
2015320015915,3
2015320015947,1
2015320015967,2
2015320016013,3
2015320016021,3
2015320016110,3
2015320016172,3
2015320016221,3
2015320016265,3
2015320016298,3
2015320016396,3
2015320016421,3
2015320016433,3
2015320016436,2
2015320016492,3
2015320016529,3
2015320016574,3
2015320016575,3
2015320016585,3
2015320016593,3
2015320016630,2
2015320016680,3
2015320016699,3
2015320016711,3
2015320016736,3
2015320016802,3
2015320016861,3
2015320016900,3
2015320016967,3
2015320016990,3
2015320017097,3
2015320017141,3
2015320017227,3
2015320017344,3
2015320017406,3
2015320017407,3
2015320017472,2
2015320017481,3
2015320017555,3
2015320017620,2
2015320017779,3
2015320017842,2
2015320017865,3
2015320017874,3
2015320017928,3
2015320017945,3
2015320017949,3
2015320017968,3
2015320018002,3
2015320018020,3
2015320018062,3
2015320018071,3
2015320018081,2
2015320018101,3
2015320018124,3
2015320018125,3
2015320018147,2
2015320018179,3
2015320018205,3
2015320018238,2
2015320018369,2
2015320018485,3
2015320018555,3
2015320018560,3
2015320018623,3
2015320018636,3
2015320018652,3
2015320018679,3
2015320018682,3
2015320018690,3
2015320018736,3
2015320018761,3
2015320018889,3
2015320018896,3
2015320018920,1
2015320018960,3
2015320018974,2
2015320018996,3
2015320019071,2
2015320019095,3
2015320019207,3
2015320019231,3
2015320019235,3
2015320019280,2
2015320019315,2
2015320019351,2
2015320019381,1
2015320019416,3
2015320019422,3
2015320019443,3
2015320019449,3
2015320019496,3
2015320019633,3
2015320019634,3
2015320019682,1
2015320019690,3
2015320019729,1
2015320019747,3
2015320019929,3
2015320019950,3
2015320020032,3
2015320020036,3
2015320020065,3
2015320020076,3
2015320020114,3
2015320020123,3
2015320020124,2
2015320020142,3
2015320020150,3
2015320020153,3
2015320020173,3
2015320020179,3
2015320020181,3
2015320020233,3
2015320020280,3
2015320020341,3
2015320020353,3
2015320020401,3
2015320020402,3
2015320020435,2
2015320020453,3
2015320020461,3
2015320020493,3
2015320020565,3
2015320020576,3
2015320020577,3
2015320020591,3
2015320020604,3
2015320020607,3
2015320020615,3
2015320020712,3
2015320020717,3
2015320020811,3
2015320020918,3
2015320020961,3
2015320021078,3
2015320021217,3
2015320021219,3
2015320021332,3
2015320021340,3
2015320021341,1
2015320021353,3
2015320021458,3
2015320021498,3
2015320021509,3
2015320021512,3
2015320021556,3
2015320021611,3
2015320021703,2
2015320021718,3
2015320021743,3
2015320021748,3
2015320021757,3
2015320021760,3
2015320021944,3
2015320021976,1
2015320022000,3
2015320022004,2
2015320022032,3
2015320022040,3
2015320022133,3
2015320022137,3
2015320022157,3
2015320022177,3
2015320022186,3
2015320022190,3
2015320022258,3
2015320022261,3
2015320022314,3
2015320022338,3
2015320022440,2
2015320022457,3
2015320022468,3
2015320022477,3
2015320022499,3
2015320022502,3
2015320022542,3
2015320022567,3
2015320022580,3
2015320022648,3
2015320022692,2
2015320022710,2
2015320022737,3
2015320022738,3
2015320022774,2
2015320022781,3
2015320022784,3
2015320022786,3
2015320022822,3
2015320022837,3
2015320022881,3
2015320022953,3
2015320022957,3
2015320022973,3
2015320022984,2
2015320022988,3
2015320022992,3
2015320022996,3
2015320023291,3
2015320023412,3
2015320023418,3
2015320023535,3
2015320023735,3
2015320023787,3
2015320023890,2
2015320023946,3
2015320024081,3
2015320024088,3
2015320024446,3
2015320024460,3
2015320024467,2
2015320024481,3
2015320024587,3
2015320024634,3
2015320024644,3
2015320024656,3
2015320024903,2
2015320024904,3
2015320024938,3
2015320025066,3
2015320025167,3
2015320025178,3
2015320025262,3
2015320025341,2
2015320025351,2
2015320025514,2
2015320025529,3
2015320025530,3
2015320025542,3
2015320025645,3
2015320025830,3
2015320026013,3
2015320026037,3
2015320026046,3
2015320026068,3
2015320026112,3
2015320026126,3
2015320026174,3
2015320026209,3
2015320026458,3
2015320026534,3
2015320026581,3
2015320026629,1
2015320026635,3
2015320026753,3
2015320026757,3
2015320027343,3
2015320027368,3
2015320027502,3
2015320027588,3
2015320027612,3
2015320027741,3
2015320027755,1
2015320027896,2
2015320027919,3
2015320027959,3
2015320028038,3
2015320028200,3
2015320028287,3
2015320028437,3
2015320028462,3
2015320028720,3
2015320028739,3
2015320028966,1
2015320029178,3
2015320029301,3
2015320029424,3
2015320029769,3
2015320029856,3
2015320029928,3
2015320029959,3
2015320029966,3
2015320030057,3
2015320030076,3
2015320030293,3
2015320030328,3
2015320030366,3
2015320030452,3
2015320030508,3
2015320030550,3
2015320030601,2
2015320030647,3
2015320030684,3
2015320030687,3
2015320030972,3
2015320031111,3
2015320031149,2
2015320031232,3
2015320031240,3
2015320031331,2
2015320031559,2
2015320031722,3
2015320031735,2
2015320032046,3
2015320032054,3
2015320032187,3
2015320032304,2
2015320032348,3
2015320032371,2
2015320032380,2
2015320032522,2
2015320032594,3
2015320032705,3
2015320032876,3
2015320032935,3
2015320032938,3
2015320032947,2
2015320033009,2
2015320033037,3
2015320033202,2
2015320033247,3
2015320033264,3
2015320033424,3
2015320033492,2
2015320033531,3
2015320033569,3
2015320033599,3
2015320033619,3
2015320033632,3
2015320033790,3
2015320033804,1
2015320033915,3
2015320034000,3
2015320034008,3
2015320034068,3
2015320034124,3
2015320034129,3
2015320034135,3
2015320034142,3
2015320034336,3
2015320034438,3
2015320034486,1
2015320034560,2
2015320034581,3
2015320034643,3
2015320034693,3
2015320034703,3
2015320034790,3
2015320034870,3
2015320035010,3
2015320035015,2
2015320035076,3
2015320035108,3
2015320035125,2
2015320035294,3
2015320035321,3
2015320035382,3
2015320035495,3
2015320035561,2
2015320035701,3
2015320035817,3
2015320035824,3
2015320035828,3
2015320035859,3
2015320035911,3
2015320035924,3
2015320035942,3
2015320035963,3
2015320035987,3
2015320036149,3
2015320036183,2
2015320036241,3
2015320036286,3
2015320036320,2
2015320036332,3
2015320036343,3
2015320036345,3
2015320036740,3
2015320036779,3
2015320036819,3
2015320036889,3
2015320037099,3
2015320037216,2
2015320037315,2
2015320037442,3
2015320037483,3
2015320037496,2
2015320037632,3
2015320037810,3
2015320037979,3
2015320038021,3
2015320038022,3
2015320038345,3
2015320038388,3
2015320038541,3
2015320038597,2
2015320038679,3
2015320038741,3
2015320038891,3
2015320039121,3
2015320039178,3
2015320039274,3
2015320039404,3
2015320039581,3
2015320039605,3
2015320039615,3
2015320039693,3
2015320039764,3
2015320040188,2
2015320040189,3
2015320040223,3
2015320040238,1
2015320040314,3
2015320040324,3
2015320040339,3
2015320040348,3
2015320040361,3
2015320040601,3
2015320040745,3
2015320040756,3
2015320040822,3
2015320040861,3
2015320040928,3
2015320041373,2
2015320041715,3
2015320041831,3
2015320041832,3
2015320041862,3
2015320041923,3
2015320041996,3
2015320042001,3
2015320042025,3
2015320042027,2
2015320042041,3
2015320042071,3
2015320042118,2
2015320042128,3
2015320042233,3
2015320042390,3
2015320042416,3
2015320042422,3
2015320042432,3
2015320042450,3
2015320042557,3
2015320042602,3
2015320042745,2
2015320042850,3
2015320043015,3
2015320043178,3
2015320043187,2
2015320043197,2
2015320043268,3
2015320043347,3
2015320043679,3
2015320043765,3
2015320043774,3
2015320043819,3
2015320043877,3
2015320043964,3
2015320044196,3
2015320044351,3
2015320044356,3
2015320044464,3
2015320044513,3
2015320044610,3
2015320044813,3
2015320044869,3
2015320044913,3
2015320044992,3
2015320045010,3
2015320045013,3
2015320045039,3
2015320045050,2
2015320045189,3
2015320045421,3
2015320045583,2
2015320045655,3
2015320045701,3
2015320045702,3
2015320045759,3
2015320045761,3
2015320045770,3
2015320045776,3
2015320045793,3
2015320045856,3
2015320045873,3
2015320045923,3
2015320046038,2
2015320046154,3
2015320046271,3
2015320046892,2
2015320047114,3
2015320047180,1
2015320047282,2
2015320047303,2
2015320047429,3
2015320047622,3
2015320047637,3
2015320047955,1
2015320048013,3
2015320048192,2
2015320048194,3
2015320048298,3
2015320048374,3
2015320048394,3
2015320048574,3
2015320048596,3
2015320048672,3
2015320048896,3
2015320048959,2
2015320049076,3
2015320049216,3
2015320049219,3
2015320049366,3
2015320049562,3
2015320049566,3
2015320049588,3
2015320049638,3
2015320049715,3
2015320049874,3
2015320049902,2
2015320050221,3
2015320050338,3
2015320050409,3
2015320050498,3
2015320050605,3
2015320050610,2
2015320050620,2
2015320050958,3
2015320051028,3
2015320051076,3
2015320051118,3
2015320051367,3
2015320051479,3
2015320051590,3
2015320051673,1
2015320051688,3
2015320051743,3
2015320051745,3
2015320051829,2
2015320052099,2
2015320052175,3
2015320052194,3
2015320052273,3
2015320052297,3
2015320052316,3
2015320052327,3
2015320052334,3
2015320052404,2
2015320052450,3
2015320052669,3
2015320052723,2
2015320052769,3
2015320052868,3
2015320052882,3
2015320053117,3
2015320053120,3
2015320053130,3
2015320053141,3
2015320053182,3
2015320053532,3
2015320053556,3
2015320053559,3
2015320053569,3
2015320053604,3
2015320053657,3
2015320053674,3
2015320053704,3
2015320054119,3
2015320054207,3
2015320054212,3
2015320054351,3
2015320054612,3
2015320054629,3
2015320054736,2
2015320054746,2
2015320054843,3
2015320054907,3
2015320054926,3
2015320055012,3
2015320055058,3
2015320055094,3
2015320055095,3
2015320055101,3
2015320055153,3
2015320055306,3
2015320055349,3
2015320055351,2
2015320055352,2
2015320055353,3
2015320055637,2
2015320055693,3
2015320055725,3
2015320055733,3
2015320055831,2
2015320055840,3
2015320055841,2
2015320055967,3
2015320056045,3
2015320056052,3
2015320056152,3
2015320056169,3
2015320056202,3
2015320056220,2
2015320056245,3
2015320056283,3
2015320056507,3
2015320056719,3
2015320056725,3
2015320056730,1
2015320056907,3
2015320056938,3
2015320056986,3
2015320057272,3
2015320057282,3
2015320057297,3
2015320057575,3
2015320057609,3
2015320057665,3
2015320057866,3
2015320057897,3
2015320057916,3
2015320058264,3
2015320058460,3
2015320058541,3
2015320058756,3
2015320058798,3
2015320058851,3
2015320058887,3
2015320058909,2
2015320058915,3
2015320058954,3
2015320059011,2
2015320059020,3
2015320059131,3
2015320059306,3
2015320059481,3
2015320059505,3
2015320059508,3
2015320059530,3
2015320059544,3
2015320059598,3
2015320059863,3
2015320059901,3
2015320059907,3
2015320059917,3
2015320059926,3
2015320059943,3
2015320060147,3
2015320060309,3
2015320060310,3
2015320060438,3
2015320060450,3
2015320060474,3
2015320060493,3
2015320060760,3
2015320060761,3
2015320060909,3
2015320060929,3
2015320061046,3
2015320061104,3
2015320061352,3
2015320061396,3
2015320061427,3
2015320061447,3
2015320061526,2
2015320061578,3
2015320061620,2
2015320061922,3
2015320061967,3
2015320061976,2
2015320062358,3
2015320062484,3
2015320062503,3
2015320062629,3
2015320062651,3
2015320062684,3
2015320062881,3
2015320062938,3
2015320062951,3
2015320063030,3
2015320063048,3
2015320063417,3
2015320063462,3
2015320063468,3
2015320063587,2
2015320063614,3
2015320063690,3
2015320063708,3
2015320063724,3
2015320063735,3
2015320064041,3
2015320064072,3
2015320064083,3
2015320064104,3
2015320064137,2
2015320064413,3
2015320064621,3
2015320064637,3
2015320064644,3
2015320064764,3
2015320064820,3
2015320064836,3
2015320065080,3
2015320065132,3
2015320065141,2
2015320065162,2
2015320065230,3
2015320065271,3
2015320065275,2
2015320065286,3
2015320065298,3
2015320065625,3
2015320065695,3
2015320065721,3
2015320065831,3
2015320065853,3
2015320065869,3
2015320065877,3
2015320066117,2
2015320066244,3
2015320066252,3
2015320066381,3
2015320066408,3
2015320066460,3
2015320066507,3
2015320066653,2
2015320066705,3
2015320066801,3
2015320066861,3
2015320066895,3
2015320066899,3
2015320066950,3
2015320066971,3
2015320066983,3
2015320067033,3
2015320067168,3
2015320067176,3
2015320067207,3
2015320067261,3
2015320067296,3
2015320067396,3
2015320067417,3
2015320067589,3
2015320067660,2
2015320067661,3
2015320067687,3
2015320067744,3
2015320067749,3
2015320067762,3
2015320067764,3
2015320067772,3
2015320067939,3
2015320068020,3
2015320068064,3
2015320068120,3
2015320068179,2
2015320068252,3
2015320068254,3
2015320068260,3
2015320068514,3
2015320068604,3
2015320068645,3
2015320068658,2
2015320068674,3
2015320068793,3
2015320069020,3
2015320069051,3
2015320069102,2
2015320069180,3
2015320069181,3
2015320069208,3
2015320069215,3
2015320069249,1
2015320069359,3
2015320069362,3
2015320069443,3
2015320069544,3
2015320069616,3
2015320069805,3
2015320069872,3
2015320070010,3
2015320070154,3
2015320070203,3
2015320070215,3
2015320070223,3
2015320070387,3
2015320070411,3
2015320070528,3
2015320070675,3
2015320070720,3
2015320070871,3
2015320070913,3
2015320071173,3
2015320071186,3
2015320071198,3
2015320071389,3
2015320071623,3
2015320071673,3
2015320071787,3
2015320071802,3
2015320071959,3
2015320072004,3
2015320072085,3
2015320072151,3
2015320072271,3
2015320072273,2
2015320072310,3
2015320072312,3
2015320072329,3
2015320072416,3
2015320072419,2
2015320072681,3
2015320072803,3
2015320072804,2
2015320072823,3
2015320072940,3
2015320072987,3
2015320073068,3
2015320073140,3
2015320073157,3
2015320073193,3
2015320073287,3
2015320073319,3
2015320073344,3
2015320073384,3
2015320073682,3
2015320073731,3
2015320073784,3
2015320073787,3
2015320073869,2
2015320074021,3
2015320074082,3
2015320074136,3
2015320074223,2
2015320074231,3
2015320074239,3
2015320074260,3
2015320074412,2
2015320074430,3
2015320074657,3
2015320074664,3
2015320074745,3
2015320074774,2
2015320075142,3
2015320075152,3
2015320075232,3
2015320075306,3
2015320075428,3
2015320075440,3
2015320075597,3
2015320075673,3
2015320075678,1
2015320075688,3
2015320075723,1
2015320075808,3
2015320075809,3
2015320076109,3
2015320076211,3
2015320076212,2
2015320076325,3
2015320076379,3
2015320076395,3
2015320076441,2
2015320076446,2
2015320076602,2
2015320076608,3
2015320076693,3
2015320076702,3
2015320076831,3
2015320076832,3
2015320076978,3
2015320076994,2
2015320077144,3
2015320077201,3
2015320077232,3
2015320077262,3
2015320077314,3
2015320077341,3
2015320077391,3
