accident_index,accident_severity
201501YE80555,3
201501YE80557,3
201501YE80558,3
201501YE80559,3
201501YE80560,3
201501YE80561,3
201501YE80562,3
201501YE80563,3
201501YE80564,2
201501YE80565,3
201501YE80566,3
201501YE80567,3
201501YE80568,3
201501YE80570,3
201501YE80571,3
201501YE80573,3
201501YE80574,3
201501YE80575,3
201501YE80577,3
201501YE80578,3
201501YE80579,3
201501YE80580,3
201501YE80582,3
201501YE80583,3
201501YE80585,3
201501YE80586,3
201501YE80587,3
201501YE80588,3
201501YE80590,3
201501YE80591,3
201501YE80593,3
201501YE80594,3
201501YE80596,3
201501YE80597,3
201501YE80599,3
201501YE80600,3
201501YE80602,3
201501YE80605,3
201501YE80607,3
201501YE80608,3
201501YE80609,2
201501YE80610,3
201501YE80611,3
201501YE80612,2
201501YE80613,3
201501YE80615,3
201501YE80616,3
201501YE80617,3
201501YE80618,3
201501YE80619,3
201501YE80620,3
201501YE80621,3
201501YE80622,3
201501YE80623,3
201501YE80624,3
201501YE80625,3
201501YE80626,3
201501YE80628,2
201501YE80629,3
201501YE80632,3
201501YE80633,3
201501YE80634,3
201501YE80635,3
201501YE80636,2
201501YE80638,3
201501YE80639,3
201501YE80640,3
201501YE80641,3
201501YE80642,3
201501YE80643,3
201501YE80645,3
201501YE80646,3
201501YE80648,3
201501YE80651,3
201501YE80652,3
201501YE80653,3
201501YE80654,3
201501YE80655,3
201501YE80656,3
201501YE80657,3
201501YE80658,2
201501YE80659,3
201501YE80660,3
201501YE80661,3
201501YE80662,3
201501YE80663,3
201501YE80665,3
201501YE80666,3
201501YE80667,3
201501YE80668,3
201501YE80669,3
201501YE80670,3
201501YE80671,3
201501YE80673,3
201501YE80676,3
201501YE80677,3
201501YE80678,3
201501YE80679,3
201501YE80681,3
201501YE80682,3
201501YE80684,3
201501YE80685,3
201501YE80686,3
201501YE80688,3
201501YE80689,3
201501YE80690,3
201501YE80691,3
201501YE80692,3
201501YE80693,3
201501YE80694,3
201501YE80695,3
201501YE80696,3
201501YE80698,3
201501YE80699,2
201501YE80700,3
201501YE80701,3
201501YE80702,3
201501YE80703,3
201501YE80704,3
201501YE80705,3
201501YE80707,3
201501YE80708,3
201501YE80709,3
201501YE80710,3
201501YE80712,3
201501YE80713,3
201501YE80714,3
201501YE80715,3
201501YE80716,3
201501YE80717,3
201501YE80718,3
201501YE80719,3
201501YE80721,3
201501YE80722,3
201501YE80723,3
201501YE80725,3
201501YE80726,3
201501YE80727,3
201501YE80728,3
201501YE80729,3
201501YE80731,3
201501YE80732,2
201501YE80733,3
201501YE80734,3
201501YE80735,3
201501YE80736,3
201501YE80737,3
201501YE80738,3
201501YE80739,3
201501YE80740,3
201501YE80741,3
201501YE80742,3
201501YE80743,3
201501YE80744,3
201501YE80745,3
201501YE80746,3
201501YE80747,3
201501YE80748,3
201501YE80749,3
201501YE80750,3
201501YE80752,3
201501YE80753,3
201501YE80754,3
201501YE80755,3
201501YE80756,3
201501YE80757,2
201501YE80758,3
201501YE80760,3
201501YE80761,3
201501YE80762,3
201501YE80764,3
201501YE80765,3
201501YE80766,3
201501YE80767,3
201501YE80768,3
201501YE80769,3
201501YE80770,3
201501YE80771,3
201501YE80772,3
201501YE80773,3
201501YE80775,2
201501YE80776,3
201501YE80778,3
201501YE80779,3
201501YE80780,3
201501YE80782,3
201501YE80783,3
201501YE80784,3
201501YE80785,3
201501YE80786,2
201501YE80787,3
201501YE80788,3
201501YE80789,3
201501YE80790,3
201501YE80792,3
201501YE80793,3
201501YE80794,3
201501YE80795,3
201501YE80797,3
201501YE80798,3
201501YE80799,3
201501YE80800,3
201501YE80801,3
201501YE80802,3
201501YE80803,2
201501YE80804,3
201501YE80806,3
201501YE80807,3
201501YE80809,3
201501YE80810,3
201501YE80811,3
201501YE80813,3
201501YE80814,3
201501YE80815,3
201501YE80816,3
201501YE80817,3
201501YE80818,3
201501YE80819,3
201501YE80820,3
201501YE80821,3
201501YE80822,3
201501YE80823,3
201501YE80824,3
201501YE80825,3
201501YE80826,3
201501YE80827,3
201501YE80828,3
201501YE80829,3
201501YE80830,3
201501YE80831,3
201501YE80833,3
201501YE80834,3
201501YE80835,3
201501YE80836,3
201501YE80838,3
201501YE80839,2
201501YE80840,3
201501YE80841,3
201501YE80842,3
201501YE80843,3
201501YE80844,3
201501YE80845,3
201501YE80846,3
201501YE80847,3
201501YE80848,3
201501YE80849,3
201501YE80850,3
201501YE80851,3
201501YE80852,3
201501YE80855,3
201501YE80856,3
201501YE80857,3
201501YE80859,3
201501YE80860,3
201501YE80861,3
201501YE80862,2
201501YE80863,3
201501YE80864,3
201501YE80865,3
201501YE80867,3
201501YE80868,3
201501YE80869,3
201501YE80870,3
201501YE80872,3
201501YE80873,3
201501YE80874,3
201501YE80875,3
201501YE80876,3
201501YE80877,3
201501YE80878,2
201501YE80879,3
201501YE80880,3
201501YE80881,3
201501YE80882,3
201501YE80883,2
201501YE80884,3
201501YE80885,3
201501YE80886,3
201501YE80887,3
201501YE80888,3
201501YE80889,3
201501YE80890,3
201501YE80891,2
201501YE80892,3
201501YE80895,3
201501YE80896,3
201501YE80897,3
201501YE80898,3
201501YE80899,3
201501YE80901,3
201501YE80902,3
201501YE80905,3
201501YE80907,3
201501YE80908,3
201501YE80910,3
201501YE80911,3
201501YE80912,3
201501YE80914,3
201501YE80915,3
201501YE80916,3
201501YE80917,2
201501YE80918,3
201501YE80919,3
201501YE80920,3
201501YE80922,3
201501YE80923,3
201501YE80924,2
201501YE80925,3
201501YE80928,3
201501YE80930,3
201501YE80931,3
201501YE80932,3
201501YE80934,3
201501YE80935,3
201501YE80937,3
201501YE80938,3
201501YE80939,3
201501YE80941,3
201501YE80942,3
201501YE80943,3
201501YE80944,3
201501YE80945,3
201501YE80946,3
201501YE80949,2
201501YE80950,3
201501YE80951,3
201501YE80952,2
201501YE80953,3
201501YE80955,3
201501YE80956,3
201501YE80957,3
201501YE80958,3
201501YE80959,3
201501YE80963,3
201501YE80964,3
201501YE80965,3
201501YE80966,3
201501YE80967,3
201501YE89003,3
201501YE89004,3
201501YE89006,3
201501YE89009,2
201501YE89017,3
201501YE89018,3
201501YE89025,3
201501YE89028,3
201501YE89030,3
201501YE89031,3
201501YE89033,3
201501YE89037,2
201501YE89043,2
201501YE89057,3
201501YE89065,3
201501YE89089,3
201501YE89104,3
201501YE89106,3
201501YE89134,3
201501YE89149,3
201501YE89169,3
201501YE89196,3
201501YE89197,3
201501YE89198,3
201501YE89201,3
201501YE89203,3
201501YE89204,3
201501YE89207,3
201501YE89208,3
201501YE89210,3
201501YE89214,3
201501YE89222,3
201501YE89223,2
201501YE89232,3
201501YE89243,2
201501YE89247,3
201501YE89292,2
201501YR90011,3
201501YR90014,3
201501YR90016,3
201501YR90019,3
201501YR90020,3
201501YR90022,3
201501YR90023,3
201501YR90026,3
201501YR90027,3
201501YR90030,3
201501YR90032,3
201501YR90035,3
201501YR90037,3
201501YR90041,3
201501YR90042,3
201501YR90044,3
201501YR90045,3
201501YR90046,3
201501YR90047,3
201501YR90048,3
201501YR90049,3
201501YR90051,3
201501YR90052,3
201501YR90054,3
201501YR90055,3
201501YR90057,3
201501YR90059,3
201501YR90060,3
201501YR90062,3
201501YR90064,3
201501YR90065,3
201501YR90066,3
201501YR90069,3
201501YR90070,3
201501YR90072,3
201501YR90073,3
201501YR90074,3
201501YR90077,3
201501YR90078,3
201501YR90079,3
201501YR90080,2
201501YR90081,3
201501YR90082,3
201501YR90086,2
201501YR90087,3
201501YR90088,3
201501YR90089,3
201501YR90091,3
201501YR90093,3
201501YR90095,3
201501YR90096,3
201501YR90098,3
201501YR90099,3
201501YR90100,3
201501YR90101,3
201501YR90103,3
201501YR90104,2
201501YR90105,3
201501YR90107,3
201501YR90109,3
201501YR90110,3
201501YR90111,3
201501YR90112,3
201501YR90114,3
201501YR90115,3
201501YR90116,3
201501YR90118,3
201501YR90119,3
201501YR90120,3
201501YR90121,3
201501YR90122,3
201501YR90125,3
201501YR90126,3
201501YR90127,3
201501YR90128,3
201501YR90130,3
201501YR90131,3
201501YR90132,3
201501YR90133,3
201501YR90134,3
201501YR90136,3
201501YR90137,3
201501YR90138,2
201501YR90139,3
201501YR90140,3
201501YR90141,3
201501YR90142,3
201501YR90143,3
201501YR90144,3
201501YR90145,3
201501YR90147,3
201501YR90148,3
201501YR90149,3
201501YR90150,3
201501YR90151,3
201501YR90152,3
201501YR90153,3
201501YR90154,3
201501YR90155,3
201501YR90157,3
201501YR90158,3
201501YR90159,3
201501YR90160,3
201501YR90161,3
201501YR90162,3
201501YR90163,2
201501YR90164,3
201501YR90165,3
201501YR90166,3
201501YR90167,3
201501YR90168,3
201501YR90169,3
201501YR90170,3
201501YR90171,3
201501YR90172,3
201501YR90173,3
201501YR90174,3
201501YR90176,3
201501YR90177,3
201501YR90179,3
201501YR90180,2
201501YR90182,3
201501YR90183,3
201501YR90184,3
201501YR90185,3
201501YR90186,3
201501YR90187,3
201501YR90188,3
201501YR90189,2
201501YR90190,2
201501YR90191,3
201501YR90192,3
201501YR90193,3
201501YR90194,3
201501YR90195,3
201501YR90196,3
201501YR90197,3
201501YR90198,3
201501YR90199,3
201501YR90201,3
201501YR90202,3
201501YR90203,3
201501YR90204,3
201501YR90205,3
201501YR90206,3
201501YR90208,3
201501YR90209,3
201501YR90210,3
201501YR90211,3
201501YR90213,3
201501YR90215,3
201501YR90216,3
201501YR90217,3
201501YR90218,3
201501YR90219,3
201501YR90220,3
201501YR90222,3
201501YR90223,3
201501YR90224,3
201501YR90225,3
201501YR90226,3
201501YR90228,3
201501YR90229,3
201501YR90231,3
201501YR90232,3
201501YR90233,2
201501YR90234,3
201501YR90235,3
201501YR90237,3
201501YR90238,2
201501YR90239,3
201501YR90241,3
201501YR90242,3
201501YR90243,3
201501YR90246,3
201501YR90247,3
201501YR90249,2
201501YR90250,3
201501YR90251,3
201501YR90252,3
201501YR90253,3
201501YR90255,3
201501YR90256,2
201501YR90257,3
201501YR90258,3
201501YR90259,2
201501YR90260,3
201501YR90261,3
201501YR90262,3
201501YR90263,3
201501YR90265,2
201501YR90266,3
201501YR90267,3
201501YR90269,3
201501YR90270,3
201501YR90271,3
201501YR90272,3
201501YR90273,3
201501YR90274,2
201501YR90275,3
201501YR90276,3
201501YR90277,3
201501YR90278,3
201501YR90279,3
201501YR90280,3
201501YR90281,3
201501YR90282,3
201501YR90283,3
201501YR90284,3
201501YR90286,3
201501YR90287,3
201501YR90288,3
201501YR90289,3
201501YR90291,3
201501YR90292,3
201501YR90293,2
201501YR90294,3
201501YR90295,3
201501YR90296,3
201501YR90297,3
201501YR90298,3
201501YR90299,3
201501YR90300,3
201501YR90301,3
201501YR90303,3
201501YR90304,3
201501YR90305,3
201501YR90306,3
201501YR90307,3
201501YR90308,3
201501YR90309,3
201501YR90310,3
201501YR90311,3
201501YR90312,3
201501YR90314,3
201501YR90315,3
201501YR90316,3
201501YR90317,3
201501YR90318,3
201501YR90319,2
201501YR90320,3
201501YR90321,3
201501YR90322,3
201501YR90323,3
201501YR90326,3
201501YR90327,3
201501YR90328,3
201501YR90329,3
201501YR90330,3
201501YR90331,3
201501YR90332,3
201501YR90333,3
201501YR90336,2
201501YR90337,3
201501YR90339,3
201501YR90340,3
201501YR90341,3
201501YR90342,3
201501YR90343,3
201501YR90344,3
201501YR90345,3
201501YR90346,3
201501YR90347,3
201501YR90348,3
201501YR90349,3
201501YR90350,3
201501YR90354,3
201501YR90355,3
201501YR90356,3
201501YR90358,3
201501YR90359,3
201501YR90360,3
201501YR90361,3
201501YR90362,3
201501YR90363,3
201501YR90364,3
201501YR90365,3
201501YR90366,3
201501YR90367,3
201501YR90369,3
201501YR90370,3
201501YR90371,2
201501YR90373,3
201501YR90374,3
201501YR90375,3
201501YR90376,3
201501YR90377,3
201501YR90378,3
201501YR90379,3
201501YR90380,3
201501YR90381,3
201501YR90382,3
201501YR90383,3
201501YR90384,3
201501YR90385,3
201501YR90386,3
201501YR90387,3
201501YR90388,3
201501YR90389,3
201501YR90390,3
201501YR90391,3
201501YR90392,3
201501YR90393,3
201501YR90394,3
201501YR90395,3
201501YR90396,3
201501YR90397,3
201501YR90398,3
201501YR90400,3
201501YR90401,3
201501YR90404,3
201501YR90405,3
201501YR90406,3
201501YR90407,3
201501YR90408,3
201501YR90409,3
201501YR90410,3
201501YR90413,3
201501YR90414,2
201501YR90415,3
201501YR90416,3
201501YR90417,3
201501YR90418,3
201501YR90419,3
201501YR90420,3
201501YR90421,3
201501YR90422,3
201501YR90423,3
201501YR90425,3
201501YR90426,3
201501YR90428,3
201501YR90429,2
201501YR90430,3
201501YR90431,3
201501YR90432,3
201501YR90433,3
201501YR90435,3
201501YR90436,3
201501YR90438,3
201501YR90440,3
201501YR90441,3
201501YR90442,3
201501YR90443,3
201501YR90444,3
201501YR90445,3
201501YR90446,3
201501YR90447,3
201501YR90448,3
201501YR90450,3
201501YR90451,3
201501YR90452,3
201501YR90453,3
201501YR90454,3
201501YR90455,3
201501YR90456,3
201501YR90457,3
201501YR90458,3
201501YR90460,3
201501YR90461,3
201501YR90462,3
201501YR90463,3
201501YR90464,3
201501YR90465,3
201501YR90466,3
201501YR90468,3
201501YR90469,3
201501YR90470,2
201501YR90471,3
201501YR90472,2
201501YR90473,3
201501YR90474,3
201501YR90475,3
201501YR90476,3
201501YR90478,3
201501YR90479,3
201501YR90480,3
201501YR90481,3
201501YR90482,3
201501YR90483,3
201501YR90484,3
201501YR90485,3
201501YR90486,2
201501YR90488,2
201501YR90489,3
201501YR90490,3
201501YR90491,3
201501YR90492,3
201501YR90493,3
201501YR90494,3
201501YR90495,3
201501YR90496,3
201501YR90497,3
201501YR90498,3
201501YR90499,3
201501YR90500,3
201501YR90501,3
201501YR90502,3
201501YR90504,3
201501YR90505,3
201501YR90506,3
201501YR90507,3
201501YR90508,3
201501YR90509,3
201501YR90510,2
201501YR90511,3
201501YR90512,3
201501YR90513,3
201501YR90515,3
201501YR90516,2
201501YR90517,3
201501YR90519,3
201501YR90520,3
201501YR90521,2
201501YR90522,3
201501YR90523,3
201501YR90524,3
201501YR90527,3
201501YR90528,3
201501YR90529,3
201501YR90530,3
201501YR90532,3
201501YR90533,3
201501YR90536,3
201501YR90537,3
201501YR90538,3
201501YR90539,3
201501YR90540,3
201501YR90542,3
201501YR90543,3
201501YR90544,3
201501YR90545,3
201501YR90546,3
201501YR90547,3
201501YR90548,3
201501YR90549,3
201501YR90551,3
201501YR90552,3
201501YR90553,3
201501YR90554,3
201501YR90556,3
201501YR90559,3
201501YR90560,3
201501YR90562,3
201501YR90563,3
201501YR90564,3
201501YR90565,3
201501YR90566,3
201501YR90567,3
201501YR90568,3
201501YR90570,3
201501YR90571,3
201501YR90572,2
201501YR90573,3
201501YR90574,3
201501YR90575,3
201501YR90576,2
201501YR90577,3
201501YR90578,3
201501YR90579,3
201501YR90580,3
201501YR90581,3
201501YR90582,2
201501YR90583,3
201501YR90584,3
201501YR90585,3
201501YR90586,3
201501YR90587,3
201501YR90588,3
201501YR90589,3
201501YR90590,3
201501YR90591,3
201501YR90592,3
201501YR90593,3
201501YR90595,3
201501YR90596,3
201501YR90597,3
201501YR90598,3
201501YR90599,3
201501YR90600,3
201501YR90601,3
201501YR90602,3
201501YR90603,3
201501YR90605,3
201501YR90607,2
201501YR90608,3
201501YR90609,3
201501YR90611,3
201501YR90612,3
201501YR90613,3
201501YR90614,3
201501YR90615,3
201501YR90616,3
201501YR90617,3
201501YR90619,3
201501YR90620,3
201501YR90621,3
201501YR90622,3
201501YR90623,3
201501YR90625,3
201501YR90626,3
201501YR90627,3
201501YR90628,3
201501YR90629,3
201501YR90630,3
201501YR90632,2
201501YR90633,3
201501YR90634,3
201501YR90635,3
201501YR90637,3
201501YR90638,3
201501YR90639,3
201501YR90640,3
201501YR90641,3
201501YR90642,3
201501YR90643,3
201501YR90644,3
201501YR90645,3
201501YR90647,3
201501YR90648,3
201501YR90649,3
201501YR90650,3
201501YR90651,3
201501YR90652,3
201501YR90653,3
201501YR90654,3
201501YR90655,3
201501YR90656,3
201501YR90657,3
201501YR90658,3
201501YR90659,3
201501YR90660,3
201501YR90661,3
201501YR90662,3
201501YR90664,3
201501YR90665,3
201501YR90666,3
201501YR90667,3
201501YR90669,3
201501YR90670,3
201501YR90671,3
201501YR90673,3
201501YR90675,3
201501YR90677,3
201501YR90679,3
201501YR90680,3
201501YR90682,3
201501YR90683,3
201501YR90684,3
201501YR90686,3
201501YR90687,3
201501YR90688,3
201501YR90689,3
201501YR90690,3
201501YR90691,3
201501YR90692,3
201501YR90693,3
201501YR90694,3
201501YR90695,3
201501YR90696,3
201501YR90698,3
201501YR90700,3
201501YR90701,3
201501YR90704,3
201501YR90705,3
201501YR90706,3
201501YR90707,3
201501YR90708,3
201501YR90709,3
201501YR90710,3
201501YR90713,3
201501YR90714,3
201501YR90715,2
201501YR90717,3
201501YR90718,3
201501YR90719,3
201501YR90720,3
201501YR90721,3
201501YR90722,3
201501YR90723,3
201501YR90724,3
201501YR90725,3
201501YR90726,3
201501YR90727,3
201501YR90729,3
201501YR90731,3
201501YR90732,3
201501YR90733,3
201501YR90734,3
201501YR90735,3
201501YR90736,2
201501YR90737,3
201501YR90738,3
201501YR90739,3
201501YR90740,3
201501YR90741,3
201501YR90742,3
201501YR90743,3
201501YR90744,3
201501YR90745,3
201501YR90746,3
201501YR90747,3
201501YR90748,3
201501YR90749,3
201501YR90750,3
201501YR90751,3
201501YR90752,3
201501YR90753,3
201501YR90754,3
201501YR90755,3
201501YR90756,3
201501YR90757,3
201501YR90758,3
201501YR90759,3
201501YR90760,3
201501YR90761,3
201501YR90762,3
201501YR90763,3
201501YR90764,3
201501YR90765,3
201501YR90766,3
201501YR90767,3
201501YR90768,3
201501YR90769,3
201501YR90771,3
201501YR90772,3
201501YR90773,3
201501YR90774,3
201501YR90775,3
201501YR90776,3
201501YR90777,3
201501YR90778,3
201501YR90779,3
201501YR90780,2
201501YR90781,3
201501YR90782,3
201501YR90783,3
201501YR90784,3
201501YR90785,3
201501YR90786,3
201501YR90787,2
201501YR90788,3
201501YR90789,3
201501YR90790,3
201501YR90791,3
201501YR90793,3
201501YR90794,3
201501YR90795,3
201501YR90797,3
201501YR90798,3
201501YR90799,3
201501YR90800,3
201501YR90801,3
201501YR90802,3
201501YR90803,2
201501YR90804,3
201501YR90805,3
201501YR90806,3
201501YR90807,3
201501YR90808,3
201501YR90809,3
201501YR90810,3
201501YR90811,3
201501YR90812,3
201501YR90813,3
201501YR90814,3
201501YR90815,3
201501YR90816,3
201501YR90817,3
201501YR90818,3
201501YR90819,3
201501YR90820,3
201501YR90821,3
201501YR90822,3
201501YR90823,2
201501YR90824,3
201501YR90825,3
201501YR90826,3
201501YR90827,3
201501YR90828,3
201501YR90829,3
201501YR90830,3
201501YR90831,3
201501YR90832,3
201501YR90833,3
201501YR90835,3
201501YR90836,3
201501YR90837,3
201501YR90838,3
201501YR90839,3
201501YR90840,3
201501YR90843,3
201501YR90844,2
201501YR90845,3
201501YR90846,3
201501YR90849,3
201501YR90850,3
201501YR90851,3
201501YR90853,3
201501YR90854,3
201501YR90855,2
201501YR90856,3
201501YR90857,3
201501YR90858,3
201501YR90859,3
201501YR90861,3
201501YR90862,3
201501YR90863,3
201501YR90864,2
201501YR90865,3
201501YR90866,3
201501YR90868,3
201501YR90869,3
201501YR90870,3
201501YR90871,3
201501YR90872,3
201501YR90873,3
201501YR90874,3
201501YR90875,3
201501YR90876,3
201501YR90877,3
201501YR90878,3
201501YR90879,3
201501YR90880,3
201501YR90881,3
201501YR90882,2
201501YR90883,3
201501YR90884,3
201501YR90885,3
201501YR90886,3
201501YR90887,3
201501YR90889,2
201501YR90890,3
201501YR90891,3
201501YR90892,3
201501YR90893,2
201501YR90894,3
201501YR90896,3
201501YR90897,3
201501YR90898,3
201501YR90899,3
201501YR90900,3
201501YR90901,2
201501YR90902,3
201501YR90903,3
201501YR90904,3
201501YR90905,2
201501YR90906,3
201501YR90907,3
201501YR90908,3
201501YR90909,3
201501YR90910,3
201501YR90911,3
201501YR90912,3
201501YR90913,3
201501YR90914,3
201501YR90915,3
201501YR90917,3
201501YR90918,3
201501YR90919,3
201501YR90920,3
201501YR90921,3
201501YR90923,3
201501YR90924,2
201501YR90925,3
201501YR90926,3
201501YR90927,3
201501YR90928,3
201501YR90929,3
201501YR90930,3
201501YR90931,3
201501YR90932,3
201501YR90933,3
201501YR90934,3
201501YR90935,3
201501YR90936,3
201501YR90937,3
201501YR90938,3
201501YR90939,2
201501YR90941,3
201501YR90942,3
201501YR90943,3
201501YR90947,3
201501YR90948,3
201501YR90949,3
201501YR90950,3
201501YR90951,3
201501YR90952,3
201501YR90953,3
201501YR90955,3
201501YR90957,3
201501YR90958,3
201501YR90959,3
201501YR90960,3
201501YR90961,3
201501YR90962,3
201501YR90963,2
201501YR90965,3
201501YR90966,3
201501YR90967,3
201501YR90968,3
201501YR90970,3
201501YR90971,3
201501YR90972,3
201501YR90973,3
201501YR90974,3
201501YR90975,3
201501YR90976,3
201501YR90977,3
201501YR90978,3
201501YR90979,3
201501YR90980,3
201501YR90981,3
201501YR90982,3
201501YR90983,3
201501YR90984,3
201501YR90985,3
201501YR90986,3
201501YR90987,3
201501YR90990,3
201501YR90991,3
201501YR90992,3
201501YR90993,3
201501YR90994,2
201501YR90995,3
201501YR90996,2
201501YR90998,3
201501YR90999,3
201501YR91000,3
201501YR91013,3
201501YR91014,2
201501YR91015,2
201501YR91016,3
201501YR91020,3
201501YR91021,3
201501YR91022,3
201501YR91028,3
201501YR91029,3
201501YR99001,3
201501YR99003,3
201501YR99005,3
201501YR99006,2
201501YR99007,3
201501YR99008,3
201501YR99009,3
201501YR99010,3
201501YR99013,3
201501YR99014,2
201501YR99015,3
201501YR99016,3
201501YR99018,3
201501YR99019,3
201501YR99021,3
201501YR99023,3
201501YR99024,3
201501YR99026,3
201501YR99027,3
201501YR99031,3
201501YR99036,3
201501YR99039,3
201501YR99045,2
201501YR99049,3
201501YR99064,3
201501YR99071,3
201501YR99072,3
201501YR99074,3
201501YR99075,3
201501YR99076,3
201501YR99077,3
201501YR99079,3
201501YR99081,3
201501YR99084,3
201501YR99085,3
201501YR99088,3
201501YR99096,3
201501YR99097,3
201501YR99105,3
201501YR99106,3
201501YR99109,3
201501YR99119,2
201501YR99121,3
201501YR99122,3
201501YR99124,3
201501YR99125,3
201501YR99127,3
201501YR99128,3
201501YR99132,3
201501YR99133,3
201501YR99136,3
201501YR99137,3
201501YR99138,3
201501YR99139,3
201501YR99160,3
201501YR99189,3
201501YR99203,3
201501YR99206,2
201501YR99207,3
201501YR99208,3
201501YR99216,3
201501YR99287,2
201501ZD30008,3
201501ZD30011,3
201501ZD30012,3
201501ZD30013,3
201501ZD30014,3
201501ZD30015,3
201501ZD30016,3
201501ZD30019,3
201501ZD30020,3
201501ZD30021,3
201501ZD30022,2
201501ZD30023,3
201501ZD30024,3
201501ZD30025,3
201501ZD30026,3
201501ZD30028,3
201501ZD30029,3
201501ZD30030,3
201501ZD30034,3
201501ZD30035,3
201501ZD30038,3
201501ZD30039,3
201501ZD30041,3
201501ZD30042,3
201501ZD30043,3
201501ZD30047,3
201501ZD30048,3
201501ZD30050,2
201501ZD30051,3
201501ZD30052,3
201501ZD30053,3
201501ZD30054,3
201501ZD30056,3
201501ZD30058,3
201501ZD30059,3
201501ZD30060,3
201501ZD30061,3
201501ZD30065,3
201501ZD30067,3
201501ZD30068,3
201501ZD30069,3
201501ZD30074,3
201501ZD30079,3
201501ZD30083,3
201501ZD30084,3
201501ZD30086,3
201501ZD30087,3
201501ZD30089,2
201501ZD30091,3
201501ZD30092,3
201501ZD30093,3
201501ZD30094,3
201501ZD30097,3
201501ZD30099,3
201501ZD30100,3
201501ZD30101,3
201501ZD30103,3
201501ZD30106,3
201501ZD30107,3
201501ZD30108,3
201501ZD30109,3
201501ZD30111,3
201501ZD30112,3
201501ZD30113,3
201501ZD30114,3
201501ZD30116,3
201501ZD30117,3
201501ZD30118,3
201501ZD30120,3
201501ZD30122,3
201501ZD30124,3
201501ZD30125,3
201501ZD30126,3
201501ZD30127,3
201501ZD30129,3
201501ZD30130,3
201501ZD30131,3
201501ZD30132,3
201501ZD30133,3
201501ZD30135,3
201501ZD30136,3
201501ZD30137,3
201501ZD30138,2
201501ZD30139,3
201501ZD30140,3
201501ZD30141,3
201501ZD30143,3
201501ZD30146,2
201501ZD30147,2
201501ZD30148,3
201501ZD30149,3
201501ZD30150,2
201501ZD30151,2
201501ZD30153,3
201501ZD30154,3
201501ZD30155,3
201501ZD30156,3
201501ZD30157,3
201501ZD30158,3
201501ZD30160,3
201501ZD30161,3
201501ZD30162,2
201501ZD30163,2
201501ZD30164,3
201501ZD30166,3
201501ZD30167,3
201501ZD30169,3
201501ZD30170,3
201501ZD30171,3
201501ZD30172,2
201501ZD30173,2
201501ZD30175,3
201501ZD30176,3
201501ZD30180,3
201501ZD30182,3
201501ZD30183,3
201501ZD30184,3
201501ZD30185,3
201501ZD30186,3
201501ZD30187,3
201501ZD30189,3
201501ZD30190,3
201501ZD30191,3
201501ZD30192,2
201501ZD30193,3
201501ZD30194,3
201501ZD30196,3
201501ZD30197,3
201501ZD30199,3
201501ZD30200,3
201501ZD30201,3
201501ZD30202,3
201501ZD30203,3
201501ZD30204,3
201501ZD30205,3
201501ZD30207,3
201501ZD30208,3
201501ZD30209,3
201501ZD30210,3
201501ZD30211,3
201501ZD30212,2
201501ZD30214,2
201501ZD30215,3
201501ZD30216,3
201501ZD30217,3
201501ZD30218,3
201501ZD30219,3
201501ZD30220,3
201501ZD30221,3
201501ZD30223,3
201501ZD30224,3
201501ZD30225,3
201501ZD30226,3
201501ZD30227,3
201501ZD30228,3
201501ZD30229,3
201501ZD30231,3
201501ZD30232,3
201501ZD30233,3
201501ZD30234,3
201501ZD30235,3
201501ZD30236,3
201501ZD30237,3
201501ZD30238,3
201501ZD30239,3
201501ZD30241,3
201501ZD30242,3
201501ZD30243,3
201501ZD30244,3
201501ZD30245,3
201501ZD30246,3
201501ZD30247,3
201501ZD30248,3
201501ZD30249,3
201501ZD30252,3
201501ZD30254,3
201501ZD30255,3
201501ZD30256,3
201501ZD30257,3
201501ZD30258,2
201501ZD30260,3
201501ZD30262,3
201501ZD30264,3
201501ZD30265,3
201501ZD30266,3
201501ZD30267,3
201501ZD30268,3
201501ZD30270,3
201501ZD30271,3
201501ZD30272,3
201501ZD30273,3
201501ZD30274,3
201501ZD30277,3
201501ZD30280,3
201501ZD30281,3
201501ZD30284,2
201501ZD30285,3
201501ZD30286,3
201501ZD30287,3
201501ZD30290,3
201501ZD30291,3
201501ZD30295,3
201501ZD30296,3
201501ZD30297,3
201501ZD30298,3
201501ZD30300,3
201501ZD30301,3
201501ZD30303,3
201501ZD30304,3
201501ZD30305,3
201501ZD30306,3
201501ZD30307,3
201501ZD30308,3
201501ZD30309,3
201501ZD30310,3
201501ZD30311,3
201501ZD30312,3
201501ZD30313,3
201501ZD30314,3
201501ZD30317,3
201501ZD30318,3
201501ZD30319,3
201501ZD30320,3
201501ZD30321,3
201501ZD30322,3
201501ZD30323,3
201501ZD30324,3
201501ZD30325,3
201501ZD30326,3
201501ZD30329,3
201501ZD30330,2
201501ZD30331,3
201501ZD30332,3
201501ZD30334,3
201501ZD30335,3
201501ZD30337,3
201501ZD30339,3
201501ZD30340,3
201501ZD30341,3
201501ZD30342,2
201501ZD30343,3
201501ZD30345,3
201501ZD30346,3
201501ZD30347,3
201501ZD30348,3
201501ZD30349,2
201501ZD30350,3
201501ZD30351,3
201501ZD30352,3
201501ZD30353,3
201501ZD30354,3
201501ZD30355,3
